,jokes,whtsapp_lnk
1767,"Abi na jaao chor k is tarha mehfil humari Thori dair baad yahan 'namak paray' taqseem hone wale hain (,"")/' /) /Rukk oye _/ /_ley k jain.","https://api.whatsapp.com/send?text=Abi%20na%20jaao%20chor%20k%20is%20tarha%20mehfil%20humari


Thori%20dair%20baad%20yahan%20'namak%20paray'%20taqseem%20hone%20wale%20hain
%20%20%20%20%20%20%20%20%20%20
%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(,"")/'
%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20/)%20/Rukk%20oye
%20%20%20%20%20%20%20%20%20%20%20%20%20_/%20/_ley%20k%20jain."
1768,"muqaddar me rat ki nind nahe to kia hua ""WASSI"", hm b muqaddar ko choona laga kr din ko so jaty hen","https://api.whatsapp.com/send?text=muqaddar%20me%20rat%20ki%20nind%20nahe%20to%20kia%20hua%20""WASSI"",

hm%20b%20muqaddar%20ko%20choona%20laga%20kr%20din%20ko%20so%20jaty%20hen"
1769,Jo mje bhool jaye US ke pakore jal yayen Samose gal jayen Sandwich sookh jayen Khane me namek tez ho jaye Shake me makhi gir jaye Sehri me ankh na khuly Bangles ka clr na mile sandles ka size na mile Eid ka dress na silay!!!) Himat ha to Bhol jao.!,"https://api.whatsapp.com/send?text=Jo%20mje%20bhool%20jaye
US%20ke%20pakore%20jal%20yayen
Samose%20gal%20jayen
Sandwich%20sookh%20jayen
Khane%20me%20namek%20tez%20ho%20jaye
Shake%20me%20makhi%20gir%20jaye
Sehri%20me%20ankh%20na%20khuly
Bangles%20ka%20clr%20na%20mile
sandles%20ka%20size%20na%20mile
Eid%20ka%20dress%20na%20silay!!!)
Himat%20ha%20to%20Bhol%20jao.!"
1770,aap k piyar ki chamak kuch aisi hay k har traf ujala nazar ata hay sochta hun k ghar ka mitter katwa dun kambakht bijli ka bil bohat ata hay,"https://api.whatsapp.com/send?text=aap%20k%20piyar%20ki%20chamak%20kuch%20aisi%20hay%20
k%20har%20traf%20ujala%20nazar%20ata%20hay
sochta%20hun%20k%20ghar%20ka%20mitter%20katwa%20dun%20
kambakht%20bijli%20ka%20bil%20bohat%20ata%20hay"
1771,Munna Bhai- are Circit yeh doctor log operation se pahle patient ko behosh kiyon karte hai Circit- bhai bole to patient operaton sikh jayega to,"https://api.whatsapp.com/send?text=Munna%20Bhai-%20are%20Circit%20yeh%20doctor%20log%20operation%20se%20pahle%20patient%20ko%20behosh%20kiyon%20karte%20hai
Circit-%20bhai%20bole%20to%20patient%20operaton%20sikh%20jayega%20to"
1772,"Suchy mohabat tu seeri hoti hai ""Faraz"" . . . . . . .Dosry mohambat paney ki ","https://api.whatsapp.com/send?text=Suchy%20mohabat%20tu%20seeri%20hoti%20hai%20""Faraz""
.
.
.
.
.
.
.Dosry%20mohambat%20paney%20ki%20"
1773,"""Chinese lady pakistani lady se: ""Mere Husband ka Chaltey Chaltey intiqal Ho Geya.| Pakistani Lady: ""Bus Behn, China ki Cheezon ka Yehi Masla Hai. ""","https://api.whatsapp.com/send?text=""Chinese%20lady%20pakistani%20lady%20se:
""Mere%20Husband%20ka%20Chaltey%20Chaltey%20intiqal%20Ho%20Geya.|

Pakistani%20Lady:

""Bus%20Behn,%20China%20ki%20Cheezon%20ka%20Yehi%20Masla%20%20Hai.
"""
1774,"Pagal Admi, Chinese se: Kia tum American ho? Chinese: Nhi, main Chinese hon. Pagel; Nhi tun American ho. Chinese: Nhi, main Chinese hon Pagel: Nhi, tum American ho. Chinese gusse se; Han Han main American hon. Pagel: Shakel se to Chinese legte ho. ","https://api.whatsapp.com/send?text=Pagal%20Admi,%20Chinese%20se:
Kia%20tum%20American%20ho?

Chinese:
Nhi,%20main%20Chinese%20hon.

Pagel;
Nhi%20tun%20American%20ho.

Chinese:
Nhi,%20main%20Chinese%20hon

Pagel:
Nhi,%20tum%20American%20ho.

Chinese%20gusse%20se;
Han%20Han%20main%20American%20hon.

Pagel:
Shakel%20se%20to%20Chinese%20legte%20ho.%20"
1775,Bhari Mehfil main us ne yeh keh kr Ruswa ker dia Wassi uth Oye Tenu te Asi Sadya e nai C.... ('-') <))> _//_ Dasso Yar?,"https://api.whatsapp.com/send?text=Bhari%20Mehfil%20main%20us%20ne%20yeh%20keh%20kr%20Ruswa%20ker%20dia%20Wassi
uth%20Oye%20Tenu%20te%20Asi%20Sadya%20e%20nai%20C....

('-')
<))>
_//_%20Dasso%20Yar?"
1776,Main mar Bhi jaon To Us ko Khabar met dena FARAZ Ager wo aa gia to biryani kam per jae gi Slient ,"https://api.whatsapp.com/send?text=Main%20mar%20Bhi%20jaon%20To%20Us%20ko%20Khabar%20met%20dena%20FARAZ
Ager%20wo%20aa%20gia%20to%20biryani%20kam%20per%20jae%20gi
Slient%20"
1777,"ap k liye invitation he: Apke liye iftar party rakhi he mene ghar me tm zarur ana ay dost.., Me shrmnda hun k bht deir se ehsas hua k is saal to mene kci miskeen ko b khana nahi khilaya...!","https://api.whatsapp.com/send?text=ap%20k%20liye%20invitation%20he:
Apke%20liye%20iftar%20party%20rakhi%20he%20mene%20ghar%20me%20tm%20zarur%20ana%20ay%20dost..,
Me%20shrmnda%20hun%20k%20bht%20deir%20se%20ehsas%20hua%20k%20is%20saal%20to%20mene%20kci%20miskeen%20ko%20b%20%20khana%20nahi%20khilaya...!"
1778,"jis hukoomat se awaam ko mayassar na ho cheeni ""Faraz"", Jis hukoomat se awaam ko mayassar na ho cheeni ""Faraz"" . . Us hukoomat k samney k sarey dant ura do...!","https://api.whatsapp.com/send?text=jis%20hukoomat%20se%20awaam%20ko%20mayassar%20na%20ho%20cheeni%20""Faraz"",
Jis%20hukoomat%20se%20awaam%20ko%20mayassar%20na%20ho%20cheeni%20""Faraz""
.
.
Us%20hukoomat%20k%20samney%20k%20sarey%20dant%20ura%20do...!"
1779,Koi aik din select krain....'. 1Sun.2Mon.3.Tues. 4 Wed 5.Thur. 6Fri. 7. Sat. . . . . . . or us din meri aftari karwa dain...Jazakallah... ,"https://api.whatsapp.com/send?text=Koi%20aik%20din%20select%20krain....'.
1Sun.2Mon.3.Tues.%204%20Wed
5.Thur.%206Fri.%207.%20Sat.
.
.
.
.
.
.
or%20us%20din%20meri%20%20aftari%20karwa%20dain...Jazakallah...



"
1780,"pathan ko kisi ne kaha Aftari k waqt jo bhi DUA karo qabool hoti hai * * * 4th Rozay ki Aftari k waqt Khan Sahab: ""YA-ALLAH...... subha EID ho jaiy"":)","https://api.whatsapp.com/send?text=pathan%20ko%20kisi%20ne%20kaha
Aftari%20k%20waqt%20jo%20bhi%20DUA%20karo%20qabool%20hoti%20hai
*
*
*
4th%20Rozay%20ki%20Aftari%20k%20waqt%20Khan%20Sahab:
""YA-ALLAH......
subha%20EID%20ho%20jaiy"":)"
1781,('-')> . . . <('-') . . . ('-')> . . . <('-') Kitna b kaan laga k sun lo abi maghrib ki azan main dair hy sabar kro:-) ,"https://api.whatsapp.com/send?text=('-')>
.
.
.
<('-')
.
.
.
('-')>
.
.
.
<('-')
Kitna%20b%20kaan%20laga%20k%20sun%20lo%20abi%20maghrib%20ki%20azan%20main%20dair%20hy
sabar%20kro:-)
"
1782,Andhian chali yun k dil hi ujar k reh gya. wah wah wah Arz kya hai k. andhian chali yun k dil hi ujar k reh gya . Aa wekhin yar meri akh wich ki pe gya. ,"https://api.whatsapp.com/send?text=Andhian%20chali%20yun%20k%20dil%20hi%20ujar%20k%20reh%20gya.

%20wah

%20wah

%20wah

%20Arz%20kya%20hai%20k.

%20andhian%20chali%20yun%20k%20dil%20%20%20hi%20%20ujar%20k%20reh%20gya%20.

%20Aa%20wekhin%20yar%20meri%20akh%20wich%20ki%20pe%20gya.%20%20"
1783,TAAB SAE TALWAR LEAY PHERTA HA WO MARY PECHY FARAZ JAB SAY KAHA HA DIL CHEER KA DAKH TARA HE NAME HO GA,https://api.whatsapp.com/send?text=TAAB%20SAE%20TALWAR%20LEAY%20PHERTA%20%20HA%20WO%20MARY%20PECHY%20FARAZ%20JAB%20SAY%20KAHA%20HA%20DIL%20%20CHEER%20KA%20DAKH%20TARA%20HE%20NAME%20HO%20GA
1784,Tujh se Log milte hain tere Ikhlaq ki waja se Faraz warna tere konsay Pakore Or Samose Mashoor hain,"https://api.whatsapp.com/send?text=Tujh%20se%20Log%20milte%20hain%20tere%20Ikhlaq%20ki%20waja%20se%20Faraz
warna%20tere%20konsay%20Pakore%20Or%20Samose%20Mashoor%20hain"
1785,Kisi ne dil badla Kisi ne dharken badl li Kisi ne Dost badla to kisi ne mohabt badl li Mere pass badlne k lie kuch na tha Faraz main ne Masjid ja k chapal badal li,"https://api.whatsapp.com/send?text=Kisi%20ne%20dil%20badla
Kisi%20ne%20dharken%20badl%20li
Kisi%20ne%20Dost%20badla%20to%20kisi%20ne%20mohabt%20badl%20li
Mere%20pass%20badlne%20k%20lie%20kuch%20na%20tha
Faraz
main%20ne%20Masjid%20ja%20k%20chapal%20badal%20li"
1786,SHER KEHTAY KEHTAY ME THAK GAYA FARAZ YE DUNYA NAHE SUNTI OR ME CHUP HO GAYA,"https://api.whatsapp.com/send?text=SHER%20KEHTAY%20KEHTAY%20ME%20THAK%20GAYA%20FARAZ%20
YE%20DUNYA%20NAHE%20SUNTI%20OR%20ME%20CHUP%20HO%20GAYA"
1787,Aeroplane aa raha hy . . . . . Dekho . . . Dekho na . . . . . Chala b gaya Arey upar dekhna chahye tha na mobile me ata hy kia? TUM LOG BHI NA PATHAN SE KAM NHI HO....:-),"https://api.whatsapp.com/send?text=Aeroplane%20aa%20raha%20hy
.
.
.
.
.
Dekho
.
.
.
Dekho%20na
.
.
.
.
.
Chala%20b%20gaya%20Arey%20upar%20dekhna%20chahye%20tha%20na%20mobile%20me%20ata%20hy%20kia?
TUM%20LOG%20BHI%20NA%20PATHAN%20SE%20KAM%20NHI%20HO....:-)"
1788,Try this. its fun! . take ur mobile select vibrate mode & put in water & call on ur mobile . ur mobile will start swimming Do it & enjoy it's fun to b young...:-)),"https://api.whatsapp.com/send?text=Try%20this.
its%20fun!
.
take%20ur%20mobile%20select%20vibrate%20mode
&
put%20in%20water
&
call%20on%20ur%20mobile
.
ur%20mobile%20will%20start%20swimming
Do%20it%20&%20enjoy%20it's%20fun%20to%20b%20young...:-))"
1789,Heart Touching Lines: Thousand words of a teacher does not hurt........ But the silence of a friend in the examination hall brings tears to the eyes......,"https://api.whatsapp.com/send?text=Heart%20Touching
Lines:


Thousand%20words%20of%20a%20teacher%20does%20not%20hurt........


But%20the%20silence%20of%20a%20friend%20in%20the
examination%20hall%20brings
tears%20to%20the%20eyes......"
1790,Samander jesa syllabus hai Nadi jitna hum perhte hain Baalti bhar yaad hota hai Jug bhar hum likhte hain Chullu bhr marks milte hain Jis main hum doob marte hain ,"https://api.whatsapp.com/send?text=Samander%20jesa
syllabus%20hai

Nadi%20jitna%20hum
perhte%20hain

Baalti%20bhar
yaad%20hota%20hai

Jug%20bhar%20hum
likhte%20hain

Chullu%20bhr%20marks
milte%20hain

Jis%20main%20hum
doob%20marte%20hain%20"
1791,Why do men hold ladies hands in the corridors of malls? . Coz If theY leave their hand they will go 2 shop 4 shopping! . It looks romantic bt its economic...!:),"https://api.whatsapp.com/send?text=Why%20do%20men%20hold%20ladies%20hands%20in%20the%20corridors%20of%20malls?
.
Coz%20If%20theY%20leave%20their%20hand%20they%20will%20go%202%20shop%204%20shopping!
.
It%20looks%20romantic%20bt%20its%20economic...!:)"
1792,Main mar Bhi jaon To Us ko Khabar met dena FARAZ...... Ager wo aa gia to biryani kam per jae gi....! Slient msg 4 All muftay..... . ..,"https://api.whatsapp.com/send?text=Main%20mar%20%20Bhi%20jaon%20To%20Us%20ko%20Khabar%20met%20dena


FARAZ......


Ager%20wo%20aa%20gia%20to%20biryani%20kam%20per%20jae%20gi....!
Slient%20msg%204%20All%20muftay.....%20.%20.."
1793,"Suno..! Zindgi ki taveel musafet tey kerte hue, jab kabi tum thak jao, or chlna mushkil ho jae To Us lamhe Kanjoosi se kam met lena! Rikshaw Ker Lena!","https://api.whatsapp.com/send?text=Suno..!

Zindgi%20ki%20taveel%20musafet%20tey%20kerte%20hue,

jab%20kabi%20tum%20thak%20jao,

or%20chlna%20mushkil%20ho%20jae
To

Us%20lamhe



Kanjoosi%20se%20kam%20met%20lena!


Rikshaw%20Ker%20Lena!"
1794,TUM pani ki baat karte ho dil jalaney ki baat karte ho FARAZ ne 6 din se mu nahi dhoya TUM nahaney ki baat kartey ho,"https://api.whatsapp.com/send?text=TUM%20pani%20ki%20baat%20karte%20ho
dil%20jalaney%20ki%20baat%20karte%20ho
FARAZ%20ne%206%20din%20se%20mu%20nahi%20dhoya
TUM%20nahaney%20ki%20baat%20kartey%20ho"
1795,Tere liye chaand tarey tor doon tere liye in haavaon ko mor doon tu kahey to ay dost TERE liye do chaar jhoot aur bol don,"https://api.whatsapp.com/send?text=Tere%20liye%20chaand%20tarey%20tor%20doon
tere%20liye%20in%20haavaon%20ko%20mor%20doon
tu%20kahey%20to%20ay%20dost
TERE%20liye%20do%20chaar%20jhoot%20aur%20bol%20don"
1796,Bhari Mehfil main us ne yeh keh kr Ruswa ker dia Wassi..... uth Oye Tenu te Asi Sadya e nai C.... ('-') <))> _//_ Dasso Yar?,"https://api.whatsapp.com/send?text=Bhari%20Mehfil%20main%20us%20ne%20yeh%20keh%20kr%20Ruswa%20ker%20dia


Wassi.....



uth%20Oye%20Tenu%20te%20Asi%20Sadya%20e%20nai%20C....

('-')
<))>
_//_%20Dasso%20Yar?"
1797,"Dr. 2 patient's friend: Ager 1 ghanta pehle le ate to hum isey bacha lete. Frnd: Abe, aadha ghanta pehle to accident hua hai 1 ghanta pehle kese le aata...","https://api.whatsapp.com/send?text=Dr.%202%20patient's%20friend:
Ager%201%20ghanta%20pehle%20le%20ate%20to%20hum%20isey%20bacha%20lete.
Frnd:
Abe,%20aadha%20ghanta%20pehle%20to%20accident%20hua%20hai%201%20ghanta%20pehle%20kese%20le%20aata..."
1798,Question: What is the difference between a wife and Terriost? . . . . . .Answer: You can negotiate with the terrorist.,"https://api.whatsapp.com/send?text=Question:
What%20is%20the%20difference%20between%20a%20wife%20and%20Terriost?
.
.
.
.
.
.Answer:%20You%20can%20negotiate%20with%20the%20terrorist."
1799,"slaeman: bhai cockroach k liye powder leylo Pathan nahi bhai, cockroach ko itna bhi free nahi karna aj powder lay dia to kal ko body spray mangay gay","https://api.whatsapp.com/send?text=slaeman:
bhai%20cockroach%20k%20liye%20powder%20leylo
Pathan
nahi%20bhai,%20cockroach%20ko%20itna%20bhi%20free%20nahi%20karna
aj%20powder%20lay%20dia%20to%20kal%20ko%20body%20spray%20mangay%20gay"
1800,pathan dukan wale se or kya hal hen? dukan wala: bs ap ki dua chahiye. pathan: wo hum tum ko nai dega. dukan wala: Q? pathan: Q k wo abi 8 saal ki he.,https://api.whatsapp.com/send?text=pathan%20dukan%20wale%20se%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20or%20kya%20hal%20hen?%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20dukan%20wala:%20bs%20ap%20ki%20dua%20chahiye.%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20pathan:%20wo%20hum%20tum%20ko%20nai%20dega.%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20dukan%20wala:%20Q?%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20pathan:%20Q%20k%20wo%20abi%208%20saal%20ki%20he.
1801,do sindhi aik kashti ma ja rahe the aik ne kaha kashti ma surakh ki waja se pani araha ha dosre ne kaha dosra sorakh kar ke pani bahir nikal do,https://api.whatsapp.com/send?text=do%20sindhi%20aik%20kashti%20ma%20ja%20rahe%20the%20aik%20ne%20kaha%20kashti%20ma%20surakh%20ki%20waja%20se%20pani%20araha%20ha%20dosre%20ne%20kaha%20dosra%20sorakh%20kar%20ke%20pani%20bahir%20nikal%20do
1802,kisi ko pyar ki tarap mar deti he kisi ko dost ki gehrai mar deti he . . . . jo is se bach jaye usey pakistan ki load shedding mar deti he,"https://api.whatsapp.com/send?text=kisi%20ko%20pyar%20ki%20tarap%20mar%20deti%20he
kisi%20ko%20dost%20ki%20gehrai%20mar%20deti%20he
.
.
.
.
jo%20is%20se%20bach%20jaye%20usey%20pakistan%20ki%20load%20shedding%20mar%20deti%20he"
1803,QARARDAD E PAKISTAN 1940 mein manzor hoi aur PAKISTAN 1947 mein kun bana? . . . . . . . . . 7 saal donon mulk yahi sochty rahy k sardar kon rakhy ga aur pathan kon..,"https://api.whatsapp.com/send?text=QARARDAD%20E%20PAKISTAN%201940%20mein%20manzor%20hoi%20aur%20PAKISTAN%201947%20mein%20kun%20bana?
.
.
.
.
.
.
.
.
.
7%20saal%20donon%20mulk%20yahi%20sochty%20rahy%20k%20sardar%20kon%20rakhy%20ga%20aur%20pathan%20kon.."
1804,Kash tum wada nibha jatay kisi suraat dil mara behla jatay Ager ''Cornetto '' k passay nahi thay shehzad tou''KHOYE'' wali ''QULFI'' hi khila jatay,"https://api.whatsapp.com/send?text=Kash%20tum%20wada%20nibha%20jatay
kisi%20suraat%20dil%20mara%20behla%20jatay
Ager%20''Cornetto%20''%20k%20passay%20nahi%20thay%20shehzad%20
tou''KHOYE''%20wali%20''QULFI''%20hi%20khila%20jatay"
1805,Aik he kambal main ghuss gaye FARAZ or RIAZ Kiun k pankha full speed se chala k bhaag gaya SHEHZAD,"https://api.whatsapp.com/send?text=Aik%20he%20kambal%20main%20ghuss%20gaye%20FARAZ%20or%20RIAZ
Kiun%20k%20pankha%20full%20speed%20se%20chala%20k%20bhaag%20gaya%20SHEHZAD"
1806,Shadi k khanay pe toot paray barati Shadi k khanay pe toot paray barati Cameraman shehzad ke saath GEO NEWS Karachi,"https://api.whatsapp.com/send?text=Shadi%20k%20khanay%20pe%20toot%20paray%20barati
Shadi%20k%20khanay%20pe%20toot%20paray%20barati
Cameraman%20shehzad%20ke%20saath%20GEO%20NEWS%20Karachi"
1807,Pathan ‘samosy’ khol kr ‘ander ka masala’ kha raha tha.. 1 admi ne pocha:”Pura kyun nhi kha rhay?” Pathan:”Baba doctor ne ‘bahir ki cheez’ khanay se mana kia hai!!!,"https://api.whatsapp.com/send?text=Pathan%20‘samosy’%20khol%20kr%20‘ander%20ka%20masala’%20kha%20raha%20tha..

1%20admi%20ne%20pocha:”Pura%20kyun%20nhi%20kha%20rhay?”

Pathan:”Baba%20doctor%20ne%20‘bahir%20ki%20cheez’%20khanay%20se%20mana%20kia%20hai!!!"
1808,"Bas Itni Si Bat Pe Hamara Petrol Pump Waly Se Jhagra Hogaya FARAZ Hum Ne Kaha 100 Ka Wo Samjha ""PONKA"":-) ","https://api.whatsapp.com/send?text=Bas%20Itni%20Si%20Bat%20Pe%20Hamara%20Petrol%20Pump%20Waly%20Se%20Jhagra%20Hogaya

FARAZ


Hum%20Ne%20Kaha%20100%20Ka


Wo%20Samjha%20""PONKA"":-)%20"
1809,Baap: Beta is bar exam may pas ho fail bike zaror dilaonga.. Larka: khush ho k konsi abbu??? Baap: Pas howa tu HONDA 70 collage jane k lie. Aor fail howa tu YAMAHA 100 doodh pechne k lie....,"https://api.whatsapp.com/send?text=Baap:%20Beta%20is%20bar%20exam%20may%20pas%20ho%20fail%20bike%20zaror%20dilaonga..

Larka:%20khush%20ho%20k%20konsi%20abbu???

Baap:%20Pas%20howa%20tu%20HONDA%2070%20collage%20jane%20k%20lie.%20Aor%20fail%20howa%20tu%20YAMAHA%20100%20doodh%20pechne%20k%20lie...."
1810,Hum kisi ki dosti k muntazir nahi hain Faraz! Jo hame chhor k jaye ga wo INSHALLAH riksha hi chalaye ga..,"https://api.whatsapp.com/send?text=Hum%20kisi%20ki%20dosti%20k%20muntazir%20nahi%20hain%20Faraz!


Jo%20hame%20chhor%20k%20jaye%20ga%20wo%20INSHALLAH%20riksha%20hi%20chalaye%20ga.."
1811,Teacher: 1876 may kya howa tha??? Pathan: Nahi pata!! Teacher: stupid Qaid-e-Azam peda howe thay. ab ye batao k 1880 may kya howa tha?? Pathan: thora sochne k bad Qaid-e-Azam 4 saal k howe the. :-p,"https://api.whatsapp.com/send?text=Teacher:%201876%20may%20kya%20howa%20tha???

Pathan:%20Nahi%20pata!!

Teacher:%20stupid%20Qaid-e-Azam%20peda%20howe%20thay.%20ab%20ye%20batao%20k%201880%20may%20kya%20howa%20tha??

Pathan:%20thora%20sochne%20k%20bad%20Qaid-e-Azam%204%20saal%20k%20howe%20the.%20:-p"
1812,Har student k sar ka TAJ hota hay 33Marks!! Bord walon ka Ashirwaad hota hay 33Marks!! 33Marks ki qeemat tum kya jano Faraz!! Har Failure ka KHWAAB hota hay 33Marks.... :-D:-D,"https://api.whatsapp.com/send?text=Har%20student%20k%20sar%20ka%20TAJ%20hota%20hay%2033Marks!!

Bord%20walon%20ka%20Ashirwaad%20hota%20hay%2033Marks!!

33Marks%20ki%20qeemat%20tum%20kya%20jano%20Faraz!!

Har%20Failure%20ka%20KHWAAB%20hota%20hay%2033Marks....%20:-D:-D"
1813,kagazon k dher me kia dhondhte ho ''faraz'' jis kagaz me tumhari tasveer thi us me koi pakore le gaya.,"https://api.whatsapp.com/send?text=kagazon%20k%20dher%20me
%20kia%20dhondhte%20ho%20%20%20%20%20%20%20%20%20%20%20%20
''faraz''

jis%20kagaz%20me%20tumhari%20tasveer%20thi%20us%20me%20koi%20pakore%20le%20gaya."
1814,Wo Konsa Aisa Saanp Hai Jis K Kaatne Se Sath Wala Insan Kush Hota Hai... Nahi Pata? Bilkul Nahi? Ludo Wala SAANP Ha Ha Ha.,"https://api.whatsapp.com/send?text=Wo%20Konsa%20Aisa%20Saanp%20Hai%20Jis%20K%20Kaatne%20Se%20Sath%20Wala%20Insan%20Kush%20Hota%20Hai...

Nahi%20Pata?

Bilkul%20Nahi?

Ludo%20Wala%20SAANP
Ha%20Ha%20Ha."
1815,"Pathan ne Ghar ka Darwaza ukhara or kandhe pe rakh k Bazar me gaya ! 1 Admi ne poucha: Khan, Kia Darwaza Bechna hy ? Pathan: Nhi yara, Tala Khulwana hai. ","https://api.whatsapp.com/send?text=Pathan%20ne%20Ghar%20ka%20Darwaza%20ukhara%20or%20kandhe%20pe%20rakh%20k%20Bazar%20me%20gaya%20!%201%20Admi%20ne%20poucha:%20Khan,%20Kia%20Darwaza%20Bechna%20hy%20?%20Pathan:%20Nhi%20yara,%20Tala%20Khulwana%20hai.%20"
1816,"MERAY PERON SE US WAQT ZAMEEN NIKAL GAI :DOSTON: AUR :YARO: . . . . . . . . ""JAB OS NE KAHA . . . *I LOVE U* . . . . :WALA MASG GALTI SE APKO SEND HO GAYA THA......:""","https://api.whatsapp.com/send?text=MERAY%20PERON%20SE%20US%20WAQT%20ZAMEEN%20NIKAL%20GAI%20:DOSTON:%20%20AUR%20:YARO:
.
.
.
.
.
.
.
.
""JAB%20OS%20NE%20KAHA
.
.
.
*I%20LOVE%20U*
.
.
.
.

:WALA%20MASG%20GALTI%20SE%20APKO%20SEND%20%20HO%20GAYA%20THA......:"""
1817,"How True.. .A cigarette shortens your life by 2 min, a beer shortens your life by 4 minutes, a working day shortens your life by 8 hours!","https://api.whatsapp.com/send?text=How%20True..%20.A%20cigarette%20shortens%20your%20life%20by%202%20min,%20a%20beer%20shortens%20your%20life%20by%204%20minutes,%20a%20working%20day%20shortens%20your%20life%20by%208%20hours!"
1818,Son was crying Father came and said: why r u crying? tell me I m your best friend na?? Son: kuch nahi yaar ice cream ziyada mang li thi to teri wali ne mara hay.. :-0,"https://api.whatsapp.com/send?text=Son%20was%20crying%20
Father%20came%20and%20said:%20why%20r%20u%20crying?%20tell%20me%20I%20m%20your%20best%20friend%20na??
Son:%20kuch%20nahi%20yaar%20ice%20cream%20ziyada%20mang%20li%20thi%20to%20teri%20wali%20ne%20mara%20hay..%20:-0"
1819,Faqeer: Baji Bhooka hoon ALLAH k naam thora sa khana dedoo. Baji: khana abi nahi paka. Faqeer: Baji Number likh lo jab pak jaye to Miss cal maar denaa!!! :-D:-D:-D,"https://api.whatsapp.com/send?text=Faqeer:%20Baji%20Bhooka%20hoon%20ALLAH%20k%20naam%20thora%20sa%20khana%20dedoo.
Baji:%20khana%20abi%20nahi%20paka.
Faqeer:%20Baji%20Number%20likh%20lo%20jab%20pak%20jaye%20to%20Miss%20cal%20maar%20denaa!!!%20:-D:-D:-D"
1820,Shadeed Garmi may Bus stop pay log bus k intezar may kharay thay. Aik Faqeer aya sub se bheek li aor Rikshaw may beht k chala gaya!! An Idea can change your life!!! ,"https://api.whatsapp.com/send?text=Shadeed%20Garmi%20may%20Bus%20stop%20pay%20log%20bus%20k%20intezar%20may%20kharay%20thay.
Aik%20Faqeer%20aya%20sub%20se%20bheek%20li%20aor%20Rikshaw%20may%20beht%20k%20chala%20gaya!!
An%20Idea%20can%20change%20your%20life!!!%20"
1821,Pathan apne 11 bachon k sath zoo gaya aor Guard se kaha hame wo Sher dikhao jis k 8 bachay hain... Guard thori dair k bad wapis aya aor kaha aap log yahin ruko Sher aor us k bachay aap ko dekhne arahe hain.. ,"https://api.whatsapp.com/send?text=Pathan%20apne%2011%20bachon%20k%20sath%20zoo%20gaya%20aor%20Guard%20se%20kaha%20hame%20wo%20Sher%20dikhao%20jis%20k%208%20bachay%20hain...
Guard%20thori%20dair%20k%20bad%20wapis%20aya%20aor%20kaha%20aap%20log%20yahin%20ruko%20Sher%20aor%20us%20k%20bachay%20aap%20ko%20dekhne%20arahe%20hain..%20"
1822,Aik Pathan ko rota dekh k dost ne pocha kya howa tum ro kiun rahe hooo???? Pathan: hamare sath bohat bara dhoka howa hay Dost: wo kya?? Pathan: Hum ne 2ton ka A.C liya ghar aa k tola tu sirf 25 kilo ka niklaa... :-D,"https://api.whatsapp.com/send?text=Aik%20Pathan%20ko%20rota%20dekh%20k%20dost%20ne%20pocha%20kya%20howa%20tum%20ro%20kiun%20rahe%20hooo????

Pathan:%20hamare%20sath%20bohat%20bara%20dhoka%20howa%20hay
Dost:%20wo%20kya??
Pathan:%20Hum%20ne%202ton%20ka%20A.C%20liya%20ghar%20aa%20k%20tola%20tu%20sirf%2025%20kilo%20ka%20niklaa...%20:-D"
1823,Insaan ka sab se ziyada dil kab jalta hay??? Jab aap original Nokia ka mobile le kar behte hon aor koi aa kar kahe..... China Hy????,"https://api.whatsapp.com/send?text=Insaan%20ka%20sab%20se%20ziyada%20dil%20kab%20jalta%20hay???
Jab%20aap%20original%20Nokia%20ka%20mobile%20le%20kar%20behte%20hon%20aor%20koi%20aa%20kar%20kahe.....



China%20Hy????"
